scenario,name,seed,functional_status,quality_status,reason,expected,coverage,data_mode,dataset_id,events,excluded_advisory_evidence,f1,false_alerts,gated_options,graph_f1,graph_status,labelled_records,mapped_records,median_detection_seconds,missed_events,missed_positive_records,missing_geometry,passing_options,precision,recall,seconds,sources,stale_records,supporting_pairs,test_records,vetoed_options,f1_delta,graph_f1_delta,recall_delta,coverage_delta,same_frozen_model,changed_records,labels_changed,findings,event_root,run_id
F-3,Remove Psathyrella acoustics,17,PASS,MEASURED,,Remove acoustic evidence and inspect changed support.,1.0,SYNTHETIC_TEST,demo-17,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.13633714900061022,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],c187b00882bab61fde28715f4855df845de610b6017304559ccb58b24dd89652,
F-4,250 ms clock offset,17,PASS,MEASURED,,Apply a declared offset and retain a clock-quality flag.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1298136900004465,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],1ca622cfae9913e95a004c0069f6ff48425f38ce1cb78a7c9a2202fbf3192af3,
F-5,Delay 5% of packets,17,PASS,MEASURED,,"Delay exactly a seeded 5% sample by 30 seconds; this is delay, not loss.",1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1285407369996392,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],e6567c8a826b3f9a9dd7f1fb2d17ac93d0f550e1b65017923508366ee55e2da2,
F-6,Linear calibration drift,17,PASS,DEGRADATION_OBSERVED,,Apply a drift to one source; report detection degradation honestly.,1.0,SYNTHETIC_TEST,demo-17,2,63,0.9910714285714286,2,0,1.0,MEASURED,320,320,0.0,0,0,0,3,0.9823008849557522,1.0,0.1456504710004083,4,0,159,320,0,-0.008928571428571397,0.0,0.0,0.0,True,80,0,"[""Temporal classifier F1 decreased relative to the unchanged capture.""]",d57c0fcf61df5b166ebf3cde2ba5aff56909e87285dfb879781997e89cdb9bdb,
F-7,Central raw versus edge summaries,17,PASS,MEASURED,,"Compare serialized payload sizes; this measures software payloads, not RF performance.",1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14801480900132447,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-1,Six-hour partition,17,PASS,MEASURED,,"Simulate contact loss, preserve recorded queued events, then reconcile.",1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13664045600125974,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-2,Duplicate replay,17,PASS,MEASURED,,Authenticated store-and-forward accepts each event identity once.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14353827800005092,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-3,Forged authenticator,17,PASS,MEASURED,,Reject a modified record with the original HMAC authenticator.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.19070898500103795,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-4,Identity equivocation,17,PASS,MEASURED,,Quarantine conflicting payloads at one identity and sequence.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2222817080000823,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-5,Stale model version,17,PASS,MEASURED,,Quarantine a model version outside the configured allowlist.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2067501209985494,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-6,Poisoned update candidate,17,PASS,MEASURED,,Exercise bounded update validation only; this is not federated training.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16320630699920002,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-7,Gateway interruption,17,PASS,MEASURED,,Queue recorded evidence and resume deterministic reconciliation.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1315854880012921,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-8,90% bandwidth reduction,17,PASS,MEASURED,,Use a simulated byte budget and report additional queue clearance time.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13484571499975573,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-9,Clock spoofing,17,PASS,MEASURED,,Quarantine a record outside the allowed timestamp window.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.17025662600099167,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
D-10,Conflicting sensors,17,PASS,MEASURED,,Preserve counterevidence and show lower independent corroboration.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1531392289998621,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],c38aaa66e450e7017ab8238785e5130e023c246c734e3dd054e885164b4c989f,
M-1,Rate escalation,17,PASS,DEGRADATION_OBSERVED,,Increase injected event prevalence while preserving source mix.,1.0,SYNTHETIC_TEST,demo-17,3,62,0.9256198347107438,0,0,0.8958333333333334,MEASURED,320,320,0.0,0,18,0,3,1.0,0.8615384615384616,0.15298929600066913,4,0,159,320,0,-0.07438016528925617,-0.10416666666666663,-0.1384615384615384,0.0,True,30,30,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",a7ae75f26447153f840fcf2a1bccfa55df4d7a71ea3dd97a52902b188b497d50,
M-2,Source-role shift,17,PASS,MEASURED,,Move event-bearing sources without changing the sample count.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12964648500019393,4,0,159,320,0,0.0,0.0,0.0,0.0,True,26,4,[],f95f516ac1634794a60b200c166d2a6f083466c77f81eba928f82668029fc45a,
M-3,Spatial displacement,17,PASS,DEGRADATION_OBSERVED,,Move the synthetic event footprint; retain coordinate provenance.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,0.8222222222222222,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1949192510001012,4,0,111,320,0,0.0,-0.1777777777777778,0.0,0.0,True,26,0,"[""Link-classification F1 decreased.""]",57af075d9378e455d274d610b6188b55b50c503a71398f95157666044c2ca523,
M-4,Periodicity disruption,17,PASS,DEGRADATION_OBSERVED,,Break a background periodic component and inspect response.,1.0,SYNTHETIC_TEST,demo-17,2,61,0.9866666666666666,3,0,0.9814814814814815,MEASURED,320,320,0.0,0,0,0,3,0.9736842105263158,1.0,0.1746196640015114,4,0,165,320,0,-0.01333333333333342,-0.01851851851851849,0.0,0.0,True,320,0,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Link-classification F1 decreased.""]",19decb162191b6a3f84d89a53dd0702c79c80a661111ff8687d679fa16d52d90,
M-5,Coordinated multi-source motif,17,PASS,DEGRADATION_OBSERVED,,Correlate a controlled signal change across independent sources.,1.0,SYNTHETIC_TEST,demo-17,3,91,0.9657534246575342,0,0,0.913151364764268,MEASURED,320,320,0.0,0,10,0,3,1.0,0.9337748344370861,0.14016802800142614,4,0,184,320,0,-0.03424657534246578,-0.08684863523573205,-0.06622516556291391,0.0,True,40,40,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",005fb8f20c40b8a8241ff600761dff8b2e4ba9e37dc14f864f11e674feab88de,
M-6,Source-volume false-positive trap,17,PASS,MEASURED,,Replay copies without introducing a new underlying event.,1.0,SYNTHETIC_TEST,demo-17,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.4169685969991406,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],39949e43692fef3d28fdf1ddfebd8950837450f3dd07a58cf38b1f72d643189d,
clean,Clean coastal replay,23,PASS,MEASURED,,All four tasks on a reproducible synthetic environmental dataset.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.334719110000151,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S12-1,Duplicate reporting burst,23,PASS,MEASURED,,Deduplicate identical observations; do not count copies as independent sources.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15055927300090843,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S12-2,Clock jitter and ingestion delay,23,PASS,MEASURED,,Preserve observation/ingestion time and report late or uncertain samples.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1295635910009878,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],e1cd14602a3d682aa18675b005acc548ef5e347b907fef255fd514a2f5cbcc3b,
S12-3,Ontology remapping,23,PASS,DEGRADATION_OBSERVED,,Flag unknown schema/ontology and exclude unsupported interpretation.,0.85625,SYNTHETIC_TEST,demo-23,2,52,1.0,0,0,0.8089887640449438,MEASURED,320,320,0.0,0,17,0,3,1.0,0.8468468468468469,0.1239502389998961,4,0,108,320,0,0.0,-0.1910112359550562,-0.15315315315315314,-0.14375000000000004,True,46,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",9c3030c978a8836b46e0975997ce95d1af4f4203c5aa6161547c819af422652c,
S12-4,Missing geography,23,PASS,DEGRADATION_OBSERVED,,Retain signals while omitting unsupported map points.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,0.5545454545454546,MEASURED,320,213,0.0,0,0,107,3,1.0,1.0,0.12684779499977594,4,0,61,320,0,0.0,-0.44545454545454544,0.0,0.0,True,107,0,"[""Link-classification F1 decreased.""]",788e9b9073c25de41e9746cb09ed24677adb0069a3e71b5883e6e3d08daa70b9,
S12-5,Novel source aliases,23,PASS,MEASURED,,Keep unknown identities separate until an alias mapping is supplied.,1.0,SYNTHETIC_TEST,demo-23,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2034369400007563,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],a9a31637628951fba2c3eac25221a7859638c11ee10a7818a206e04a4ff59749,
S13-1,Same-name entities,23,PASS,MEASURED,,Stable IDs prevent two same-name entities from being merged.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16442912700040324,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],858be98a3be02aa79f6f4504f6c9ad51377ff3716b11321786dffaaf8e87685b,
S13-2,Hub-source removal,23,PASS,MEASURED,,Recompute affected links and expose lost evidence.,1.0,SYNTHETIC_TEST,demo-23,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.1262240779997228,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],772bded93822991063f6b71e9fc7a507bbeecc1be49d4c72dfa5cd67f841b7e3,
S13-3,Relation imbalance,23,PASS,DEGRADATION_OBSERVED,,Retain per-relation counts and disclose a dominant relation.,0.8,SYNTHETIC_TEST,demo-23,2,111,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,80,0,1.0,1.0,0.13458394999906886,5,0,159,400,0,0.0,0.0,0.0,-0.19999999999999996,True,0,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""No advisory option passes the declared envelope.""]",fb3c9c6a9ced619bab6a4c8bd15dc9cc874aeb4b17e7ea5b4062ed55011f9d1a,
S13-4,Inverse-edge leakage trap,23,PASS,INVALID_LINK_EVALUATION,,Audit overlapping/reversed train/test edges; invalidate contaminated evaluation.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,,INVALID_LEAKAGE,320,320,0.0,0,0,0,3,1.0,1.0,0.18681171699972765,4,0,159,320,0,0.0,,0.0,0.0,True,0,0,"[""Link quality is invalidated by the injected split leakage.""]",ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S13-5,Type-invalid negatives,23,PASS,MEASURED,,Reject type-invalid inferred edges and report candidate exclusions.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16904711999995925,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S8-1,Contradictory constraints,23,PASS,MEASURED,,Return gated or rejected options when the allowed budget is impossible.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.16534300499915844,4,0,159,320,3,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S8-2,Instructions embedded in evidence,23,PASS,MEASURED,,Keep source text as data; the local policy remains unchanged.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16423411600044346,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],7009dd6f491d9bea844f04dcaaf8dcc8b9b289ffe9c976150d67e6a080cc6a77,
S8-3,Incomplete scenario,23,PASS,MEASURED,,Expose missing goal/resource fields and gate the output.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.12776613699861628,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S8-4,Proposal mode collapse,23,PASS,MEASURED,,Detect duplicate option envelopes and retain reviewer dissent.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,2,1.0,MEASURED,320,320,0.0,0,0,0,1,1.0,1.0,0.17790404100014712,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
S14-1,Mixed coordinate systems,23,PASS,DEGRADATION_OBSERVED,,Transform supported EPSG:3857 points or exclude unsupported CRS.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,0.9573770491803278,MEASURED,320,301,0.0,0,0,19,3,1.0,1.0,0.14804067299883172,4,0,146,320,0,0.0,-0.042622950819672156,0.0,0.0,True,79,0,"[""Link-classification F1 decreased.""]",d64499d052244b0b3c16140448744dda3731f8a9d4d8008c4ae46c5c2a9f501b,
S14-2,Stale source layer,23,PASS,MEASURED,,Show source age relative to the replay cutoff and stale status.,1.0,SYNTHETIC_TEST,demo-23,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1546279020003567,4,80,77,320,0,0.0,0.0,0.0,0.0,True,80,0,"[""Stale map records are retained with age labels.""]",67866c5d8dda134f9c69aca6d0dbd9abbd55a2ead2175cb2f7b67a2edf58fc14,
S14-3,Dense map labels,23,PASS,MEASURED,,Stable grouping and accessible marker details preserve readability.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.5024208659997385,4,0,159,320,0,0.0,0.0,0.0,0.0,True,240,0,[],b07f44597b57b1ef614029749a63d6418f597cd22a173fb53b36c4c1d0a632aa,
F-1,Remove FCI,23,PASS,MEASURED,,Remove bioelectric observations and compare held-out quality and missingness.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1478425850000349,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],50e7c72efdaa122844b197022e9e157ab94ffa9218ef3485b52e7dfd3f449a5d,
F-2,Remove Agaric imagery,23,PASS,MEASURED,,Remove the imagery source and inspect lost supporting paths.,1.0,SYNTHETIC_TEST,demo-23,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12153106799996749,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],772bded93822991063f6b71e9fc7a507bbeecc1be49d4c72dfa5cd67f841b7e3,
F-3,Remove Psathyrella acoustics,23,PASS,MEASURED,,Remove acoustic evidence and inspect changed support.,1.0,SYNTHETIC_TEST,demo-23,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12310580299890717,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],cc4e5828849e33df46213cb057987b6972e3fd8e724bfde4d791b16133aea66e,
F-4,250 ms clock offset,23,PASS,MEASURED,,Apply a declared offset and retain a clock-quality flag.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1466455859990674,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],e1cd14602a3d682aa18675b005acc548ef5e347b907fef255fd514a2f5cbcc3b,
F-5,Delay 5% of packets,23,PASS,MEASURED,,"Delay exactly a seeded 5% sample by 30 seconds; this is delay, not loss.",1.0,SYNTHETIC_TEST,demo-23,2,65,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12485122300131479,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],1747739898a11967a281eb3582bc429628089145ca2f5ad0aa2a8f428a92475b,
F-6,Linear calibration drift,23,PASS,DEGRADATION_OBSERVED,,Apply a drift to one source; report detection degradation honestly.,1.0,SYNTHETIC_TEST,demo-23,2,61,0.9955156950672646,1,0,1.0,MEASURED,320,320,0.0,0,0,0,3,0.9910714285714286,1.0,0.156999814998926,4,0,159,320,0,-0.004484304932735439,0.0,0.0,0.0,True,80,0,"[""Temporal classifier F1 decreased relative to the unchanged capture.""]",08b48a50f95e9b5cafae09a5779fff1379fd78c67d4bec696a03f4a54cc3468c,
F-7,Central raw versus edge summaries,23,PASS,MEASURED,,"Compare serialized payload sizes; this measures software payloads, not RF performance.",1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1451517759996932,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-1,Six-hour partition,23,PASS,MEASURED,,"Simulate contact loss, preserve recorded queued events, then reconcile.",1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15802606800025387,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-2,Duplicate replay,23,PASS,MEASURED,,Authenticated store-and-forward accepts each event identity once.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.21822322399930272,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-3,Forged authenticator,23,PASS,MEASURED,,Reject a modified record with the original HMAC authenticator.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12467860399920028,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-4,Identity equivocation,23,PASS,MEASURED,,Quarantine conflicting payloads at one identity and sequence.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1326489599996421,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-5,Stale model version,23,PASS,MEASURED,,Quarantine a model version outside the configured allowlist.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13317435499993735,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-6,Poisoned update candidate,23,PASS,MEASURED,,Exercise bounded update validation only; this is not federated training.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.144799702000455,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-7,Gateway interruption,23,PASS,MEASURED,,Queue recorded evidence and resume deterministic reconciliation.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15393707499970333,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-8,90% bandwidth reduction,23,PASS,MEASURED,,Use a simulated byte budget and report additional queue clearance time.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1296728699999221,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-9,Clock spoofing,23,PASS,MEASURED,,Quarantine a record outside the allowed timestamp window.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13065842900141433,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
D-10,Conflicting sensors,23,PASS,MEASURED,,Preserve counterevidence and show lower independent corroboration.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13953399599995464,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],9a22fae10504b43881fbc4ba57cd99a942513f75cd02635f07ba441b816aaeff,
M-1,Rate escalation,23,PASS,DEGRADATION_OBSERVED,,Increase injected event prevalence while preserving source mix.,1.0,SYNTHETIC_TEST,demo-23,3,62,0.9256198347107438,0,0,0.8958333333333334,MEASURED,320,320,0.0,0,18,0,3,1.0,0.8615384615384616,0.13537970900142682,4,0,159,320,0,-0.07438016528925617,-0.10416666666666663,-0.1384615384615384,0.0,True,30,30,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",30e6b0cfad76637de518c837fb45ab1740317a442974dfdef9e196a7ea218107,
M-2,Source-role shift,23,PASS,MEASURED,,Move event-bearing sources without changing the sample count.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1415786500001559,4,0,159,320,0,0.0,0.0,0.0,0.0,True,26,4,[],6500a917c51306d2fa955e8f0b5ffba0a007dc53b44d9243f011b76daf212546,
M-3,Spatial displacement,23,PASS,DEGRADATION_OBSERVED,,Move the synthetic event footprint; retain coordinate provenance.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,0.8222222222222222,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1299241680007981,4,0,111,320,0,0.0,-0.1777777777777778,0.0,0.0,True,26,0,"[""Link-classification F1 decreased.""]",bbc2ddd54d80509a38b3c77bdddbbc9adff72cacfc614e69eede97347cd6fff2,
M-4,Periodicity disruption,23,PASS,DEGRADATION_OBSERVED,,Break a background periodic component and inspect response.,1.0,SYNTHETIC_TEST,demo-23,2,62,0.9823008849557522,4,0,0.9845201238390092,MEASURED,320,320,0.0,0,0,0,3,0.9652173913043478,1.0,0.12350332399910258,4,0,164,320,0,-0.017699115044247815,-0.01547987616099078,0.0,0.0,True,320,0,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Link-classification F1 decreased.""]",0eb3b9e535497e96f9d4c75cd17745f8c97e8c9d6aa34d76a2c63c5ca2713522,
M-5,Coordinated multi-source motif,23,PASS,DEGRADATION_OBSERVED,,Correlate a controlled signal change across independent sources.,1.0,SYNTHETIC_TEST,demo-23,3,84,0.9403508771929824,0,0,0.8854961832061068,MEASURED,320,320,0.0,0,17,0,3,1.0,0.8874172185430463,0.13563056900056836,4,0,174,320,0,-0.05964912280701762,-0.11450381679389321,-0.11258278145695366,0.0,True,40,40,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",fb8715cac851de9e020f5d2af23ff07dbe47f683a3a283bac54d0ae723902cf4,
M-6,Source-volume false-positive trap,23,PASS,MEASURED,,Replay copies without introducing a new underlying event.,1.0,SYNTHETIC_TEST,demo-23,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1479828629999247,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ae40e52b8f1457616078481651c094ae794a3351ae2f145c91e2ef24d3677204,
clean,Clean coastal replay,29,PASS,MEASURED,,All four tasks on a reproducible synthetic environmental dataset.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2552559720006684,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
